"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"INAPA-INV.P.GESTAO";"PTINA0AP0008";"INA";"Euronext Lisbon";"EUR";"0.126";"0.126";"0.126";"0.126";"14/02/2018 16:55";"BST";"142";"17.892"
"INAPA-PREF S/ VOTO";"PTINA2VP0019";"INAP";"Euronext Lisbon";"EUR";"0.13";"0.13";"0.13";"0.13";"16/01/2018 16:30";"BST";"20";"2.60"
"INDLE FIN.ENTREPR.";"FR0000066219";"INFE";"Euronext Paris";"EUR";"71.50";"71.50";"71.50";"71.50";"14/02/2018 11:32";"CET";"62";"4433.00"
"INDUSTRIAL HOLDING";"IT0004982069";"MLFIH";"Euronext Access Paris";"EUR";"0.02";"0.02";"0.02";"0.02";"12/02/2018 11:30";"CET";"500";"10.00"
"INFOCLIP";"FR0011158823";"MLIFC";"Euronext Access Paris";"EUR";"2.06";"2.06";"2.06";"2.06";"13/02/2018 11:30";"CET";"10";"20.60"
"INFOSYS LTD ADS";"US4567881085";"INFY";"Euronext Paris, London";"EUR";"14.40";"14.40";"14.40";"14.40";"12/02/2018 10:00";"CET";"30";"432.00"
"INFOTEL";"FR0000071797";"INF";"Euronext Paris";"EUR";"54.00";"55.00";"53.50";"55.00";"14/02/2018 17:35";"CET";"5274";"286655.40"
"ING GROEP N.V.";"NL0011821202";"INGA";"Euronext Amsterdam, Brussels";"EUR";"14.72";"14.758";"14.352";"14.666";"14/02/2018 17:35";"CET";"17377442";"254158203.088"
"INGENICO GROUP";"FR0000125346";"ING";"Euronext Paris";"EUR";"90.80";"91.12";"89.68";"90.46";"14/02/2018 17:35";"CET";"374791";"33913840.76"
"INNATE PHARMA";"FR0010331421";"IPH";"Euronext Paris";"EUR";"5.09";"5.64";"5.08";"5.605";"14/02/2018 17:35";"CET";"883962";"4838080.325"
"INNELEC MULTIMEDIA";"FR0000064297";"INN";"Euronext Paris";"EUR";"8.42";"8.82";"8.02";"8.58";"14/02/2018 17:35";"CET";"22050";"187360.40"
"INNOVADERMA PLC";"GB00BT9PTW34";"MLIDP";"Euronext Access Paris";"EUR";"0.70";"0.70";"0.70";"0.70";"05/09/2016 15:00";"CET";"75";"52.50"
"INSIDE SECURE";"FR0010291245";"INSD";"Euronext Paris";"EUR";"2.585";"2.67";"2.585";"2.63";"14/02/2018 17:35";"CET";"36764";"97081.165"
"INSTALLUX";"FR0000060451";"STAL";"Euronext Paris";"EUR";"434.00";"434.00";"434.00";"434.00";"14/02/2018 11:30";"CET";"20";"8680.00"
"INTEGRAGEN";"FR0010908723";"ALINT";"Euronext Growth Paris";"EUR";"2.56";"2.66";"2.43";"2.44";"14/02/2018 17:06";"CET";"25582";"64853.75"
"INTEGRAL";"FR0012880482";"MLITG";"Euronext Access Paris";"EUR";"7.80";"7.80";"7.80";"7.80";"17/11/2016 15:00";"CET";"1";"7.80"
"INTEL CORP";"US4581401001";"INCO";"Traded not listed Brussels";"USD";"46.00";"50.60";"46.00";"50.60";"05/02/2018 16:35";"CET";"130";"5089.64"
"INTERPARFUMS";"FR0004024222";"ITP";"Euronext Paris";"EUR";"34.75";"34.90";"34.55";"34.80";"14/02/2018 17:35";"CET";"17122";"595312.85"
"INTERTRUST";"NL0010937058";"INTER";"Euronext Amsterdam";"EUR";"17.31";"17.33";"16.95";"17.18";"14/02/2018 17:35";"CET";"291889";"5025309.87"
"INTERVEST OFF-WARE";"BE0003746600";"INTO";"Euronext Brussels";"EUR";"22.70";"22.85";"22.45";"22.45";"14/02/2018 17:35";"CET";"9343";"210457.85"
"INTEXA";"FR0000064958";"ITXT";"Euronext Paris";"EUR";"2.30";"2.30";"2.30";"2.30";"25/01/2018 11:30";"CET";"50";"115.00"
"INTLE PLANT.HEVEAS";"FR0000036857";"SIPH";"Euronext Paris";"EUR";"85.00";"85.00";"85.00";"85.00";"14/02/2018 14:43";"CET";"194";"16490.00"
"INTRASENSE";"FR0011179886";"ALINS";"Euronext Growth Paris";"EUR";"0.535";"0.549";"0.53";"0.539";"14/02/2018 17:02";"CET";"25653";"13860.255"
"INVENTIVA";"FR0013233012";"IVA";"Euronext Paris";"EUR";"5.46";"5.60";"5.16";"5.22";"14/02/2018 16:12";"CET";"16395";"87966.68"
"INVIBES ADVERTSING";"BE0974299316";"MLINV";"Euronext Access Paris";"EUR";"5.50";"5.50";"5.50";"5.50";"09/02/2018 11:30";"CET";"1000";"5500.00"
"IOC HOLDING";"BE6200101556";"MLIOC";"Euronext Access Paris";"EUR";"1.30";"1.30";"1.30";"1.30";"05/02/2018 11:30";"CET";"2";"2.60"
"IPSEN";"FR0010259150";"IPN";"Euronext Paris";"EUR";"106.40";"110.45";"104.50";"109.20";"14/02/2018 17:35";"CET";"158539";"17179806.10"
"IPSEN NV18";"FR0013306230";"IPNNV";"Euronext Paris";"EUR";"114.70";"114.70";"114.70";"114.70";"25/01/2018 11:30";"CET";"81";"9290.70"
"IPSOS";"FR0000073298";"IPS";"Euronext Paris";"EUR";"31.38";"32.12";"31.32";"32.10";"14/02/2018 17:36";"CET";"53573";"1700481.78"
"IPSOS NV18";"FR0013306008";"IPSNV";"Euronext Paris";"EUR";"30.40";"30.40";"30.40";"30.40";"02/02/2018 11:30";"CET";"4499";"136769.60"
"ISA";"PTIAN0AM0001";"ALISA";"Euronext Growth Lisbon";"EUR";"5.15";"5.15";"5.15";"5.15";"03/12/2013 20:30";"BST";"500";"2575.00"
"IT LINK";"FR0000072597";"ITL";"Euronext Paris";"EUR";"13.60";"13.65";"13.35";"13.65";"14/02/2018 17:35";"CET";"1434";"19429.80"
"ITESOFT";"FR0004026151";"ITE";"Euronext Paris";"EUR";"3.78";"3.80";"3.68";"3.80";"14/02/2018 13:42";"CET";"11351";"42175.86"
"ITS GROUP";"FR0000073843";"ITS";"Euronext Paris";"EUR";"6.68";"6.70";"6.54";"6.68";"14/02/2018 17:09";"CET";"2023";"13459.30"
"IVALIS";"FR0010082305";"ALIVA";"Euronext Growth Paris";"EUR";"22.00";"22.00";"22.00";"22.00";"24/10/2017 17:38";"CET";"50";"1100.00"
"J.MARTINS,SGPS";"PTJMT0AE0001";"JMT";"Euronext Lisbon";"EUR";"17.365";"17.40";"17.07";"17.29";"14/02/2018 22:35";"BST";"741305";"12811627.215"
"JACQUES BOGART";"FR0012872141";"JBOG";"Euronext Paris";"EUR";"9.30";"9.48";"9.20";"9.48";"14/02/2018 16:57";"CET";"656";"6082.30"
"JACQUET METAL SCE";"FR0000033904";"JCQ";"Euronext Paris";"EUR";"27.30";"29.05";"27.20";"28.80";"14/02/2018 17:35";"CET";"33985";"955168.50"
"JANE FRANCE";"FR0011442235";"MLJAN";"Euronext Access Paris";"EUR";"0.22";"0.22";"0.22";"0.22";"10/01/2018 16:30";"CET";"2";"0.44"
"JC DECAUX SA NV18";"FR0013303658";"DECNV";"Euronext Paris";"EUR";"31.88";"31.88";"31.88";"31.88";"14/02/2018 16:30";"CET";"140";"4463.20"
"JC DECAUX SA.";"FR0000077919";"DEC";"Euronext Paris";"EUR";"32.80";"33.02";"32.38";"32.64";"14/02/2018 17:35";"CET";"187922";"6142357.84"
"JENSEN-GROUP";"BE0003858751";"JEN";"Euronext Brussels";"EUR";"43.10";"43.20";"42.60";"42.60";"14/02/2018 17:35";"CET";"860";"37008.80"
"JSA TECHNOLOGY";"FR0010680033";"MLJSA";"Euronext Access Paris";"EUR";"0.07";"0.07";"0.07";"0.07";"26/02/2014 15:00";"CET";"2500";"175.00"
"KARDAN";"NL0000113652";"KARD";"Euronext Amsterdam";"EUR";"0.166";"0.1676";"0.1622";"0.164";"14/02/2018 14:37";"CET";"123631";"20235.2568"
"KAS BANK";"NL0000362648";"KA";"Euronext Amsterdam";"EUR";"10.18";"10.24";"10.16";"10.20";"14/02/2018 17:35";"CET";"5850";"59706.80"
"KAUFMAN ET BROAD";"FR0004007813";"KOF";"Euronext Paris";"EUR";"41.38";"43.48";"41.38";"43.16";"14/02/2018 17:35";"CET";"113850";"4885807.84"
"KBC";"BE0003565737";"KBC";"Euronext Brussels";"EUR";"72.50";"72.76";"71.40";"71.84";"14/02/2018 17:35";"CET";"776438";"55833556.54"
"KBC ANCORA";"BE0003867844";"KBCA";"Euronext Brussels";"EUR";"52.00";"52.10";"50.90";"51.65";"14/02/2018 17:35";"CET";"51187";"2639350.80"
"KENDRION";"NL0000852531";"KENDR";"Euronext Amsterdam";"EUR";"39.40";"40.00";"39.25";"39.65";"14/02/2018 17:35";"CET";"11386";"451161.90"
"KERING";"FR0000121485";"KER";"Euronext Paris";"EUR";"369.90";"386.30";"365.40";"384.60";"14/02/2018 17:51";"CET";"509300";"199141729.00"
"KERLINK";"FR0013156007";"ALKLK";"Euronext Growth Paris";"EUR";"20.70";"20.70";"20.00";"20.20";"14/02/2018 17:35";"CET";"6480";"132041.50"
"KEYRUS";"FR0004029411";"KEY";"Euronext Paris";"EUR";"7.00";"7.18";"6.88";"7.18";"14/02/2018 17:36";"CET";"128335";"894878.14"
"KEYWARE TECH.";"BE0003880979";"KEYW";"Euronext Brussels";"EUR";"1.56";"1.59";"1.55";"1.59";"14/02/2018 17:27";"CET";"25403";"39794.695"
"KEYYO";"FR0000185621";"ALKEY";"Euronext Growth Paris";"EUR";"23.60";"23.90";"23.60";"23.90";"14/02/2018 14:32";"CET";"850";"20171.20"
"KIADIS";"NL0011323407";"KDS";"Euronext Amsterdam, Brussels";"EUR";"11.50";"11.50";"11.20";"11.38";"14/02/2018 17:35";"CET";"85815";"974290.40"
"KINEPOLIS GROUP";"BE0974274061";"KIN";"Euronext Brussels";"EUR";"58.00";"59.00";"57.60";"58.30";"14/02/2018 17:35";"CET";"30999";"1802323.60"
"KKO INT WARRANT A";"BE0974285174";"KKOWA";"Euronext Growth Brussels, Paris";"EUR";"0.0455";"0.0455";"0.0455";"0.0455";"14/02/2018 11:51";"CET";"100";"4.55"
"KKO INTERNATIONAL";"BE0974284169";"ALKKO";"Euronext Growth Brussels, Paris";"EUR";"0.898";"0.898";"0.86";"0.86";"14/02/2018 14:41";"CET";"8552";"7417.768"
"KLEPIERRE";"FR0000121964";"LI";"Euronext Paris";"EUR";"33.34";"33.82";"33.18";"33.39";"14/02/2018 17:35";"CET";"683598";"22895773.73"
"KORIAN";"FR0010386334";"KORI";"Euronext Paris";"EUR";"23.72";"24.02";"23.30";"23.50";"14/02/2018 17:35";"CET";"417551";"9854654.00"
"KPN KON";"NL0000009082";"KPN";"Euronext Amsterdam";"EUR";"2.583";"2.608";"2.568";"2.587";"14/02/2018 17:35";"CET";"14379560";"37205041.37"
"KRIEF GROUP";"FR0004152700";"MLKRI";"Euronext Access Paris";"EUR";"4.00";"4.00";"4.00";"4.00";"13/10/2017 11:30";"CET";"2";"8.00"
"L'OREAL";"FR0000120321";"OR";"Euronext Paris";"EUR";"175.85";"176.60";"173.30";"175.30";"14/02/2018 17:37";"CET";"817862";"143358714.45"
"L'OREAL NV18";"FR0013308764";"ORNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LA FONCIERE VERTE";"FR0000039638";"LFVE";"Euronext Paris";"EUR";"72.01";"72.01";"72.01";"72.01";"26/06/2017 16:30";"CET";"1";"72.01"
"LACROIX SA";"FR0000066607";"LACR";"Euronext Paris";"EUR";"38.80";"40.50";"38.80";"40.50";"14/02/2018 17:38";"CET";"36242";"1434866.50"
"LAFARGEHOLCIM LTD";"CH0012214059";"LHN";"Euronext Paris";"EUR";"46.24";"46.75";"45.75";"46.29";"14/02/2018 17:35";"CET";"269511";"12475755.61"
"LAFUMA";"FR0000035263";"LAF";"Euronext Paris";"EUR";"24.80";"25.00";"24.80";"25.00";"14/02/2018 16:30";"CET";"150";"3730.00"
"LAGARDERE S.C.A.";"FR0000130213";"MMB";"Euronext Paris";"EUR";"24.12";"24.37";"24.04";"24.25";"14/02/2018 17:35";"CET";"437099";"10588715.93"
"LANSON-BCC";"FR0004027068";"LAN";"Euronext Paris";"EUR";"34.40";"36.00";"34.40";"35.40";"14/02/2018 10:53";"CET";"1788";"63100.20"
"LAURENT-PERRIER";"FR0006864484";"LPE";"Euronext Paris";"EUR";"98.20";"98.40";"93.60";"95.20";"14/02/2018 17:29";"CET";"975";"94043.60"
"LAVIDE HOLDING";"NL0010545679";"LVIDE";"Euronext Amsterdam";"EUR";"0.72";"0.72";"0.72";"0.72";"14/02/2018 11:30";"CET";"17";"12.24"
"LDC";"FR0013204336";"LOUP";"Euronext Paris";"EUR";"126.00";"130.00";"125.50";"129.00";"14/02/2018 17:35";"CET";"4923";"634697.50"
"LE TANNEUR";"FR0000075673";"LTAN";"Euronext Paris";"EUR";"2.00";"2.00";"2.00";"2.00";"14/02/2018 11:30";"CET";"100";"200.00"
"LEADMEDIA GROUP";"FR0011053636";"ALLMG";"Euronext Growth Paris";"EUR";"0.31";"0.32";"0.28";"0.30";"27/11/2017 17:27";"CET";"85406";"25494.48"
"LEASINVEST";"BE0003770840";"LEAS";"Euronext Brussels";"EUR";"92.80";"94.80";"92.40";"92.40";"14/02/2018 17:35";"CET";"878";"82130.00"
"LEBON";"FR0000121295";"LBON";"Euronext Paris";"EUR";"193.00";"194.00";"193.00";"193.50";"14/02/2018 14:55";"CET";"207";"40104.00"
"LECTEURS MONDE";"FR0000034779";"MLLEM";"Euronext Access Paris";"EUR";"1.25";"1.25";"1.25";"1.25";"09/02/2018 16:30";"CET";"450";"562.50"
"LECTRA";"FR0000065484";"LSS";"Euronext Paris";"EUR";"21.80";"21.80";"21.05";"21.50";"14/02/2018 17:49";"CET";"85270";"1813455.45"
"LECTRA NV18";"FR0013306016";"LSSNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LEGRAND";"FR0010307819";"LR";"Euronext Paris";"EUR";"61.42";"61.88";"60.42";"61.60";"14/02/2018 17:39";"CET";"706133";"43378488.08"
"LES HOTELS BAVEREZ";"FR0007080254";"ALLHB";"Euronext Growth Paris";"EUR";"65.00";"65.00";"65.00";"65.00";"14/02/2018 16:56";"CET";"69";"4485.00"
"LESNXCONSTRUCTEURS";"FR0004023208";"LNC";"Euronext Paris";"EUR";"50.20";"51.00";"50.20";"51.00";"14/02/2018 16:19";"CET";"133";"6719.40"
"LETS GOWEX";"ES0158252033";"ALGOW";"Euronext Growth Paris";"EUR";"10.50";"11.18";"6.21";"8.04";"02/07/2014 17:35";"CET";"2877907";"22970506.39"
"LEXIBOOK LINGUIST.";"FR0000033599";"ALLEX";"Euronext Growth Paris";"EUR";"1.34";"1.39";"1.32";"1.38";"14/02/2018 17:39";"CET";"124355";"169833.87"
"LILLY AND CO";"US5324571083";"LLY";"Euronext Paris";"EUR";"63.50";"63.50";"63.50";"63.50";"06/02/2018 15:53";"CET";"12";"762.00"
"LINEDATA SERVICES";"FR0004156297";"LIN";"Euronext Paris";"EUR";"36.75";"38.15";"36.10";"36.50";"14/02/2018 17:35";"CET";"8367";"308381.90"
"LIONAX";"HK0000038429";"MLION";"Euronext Access Paris";"EUR";"0.033";"0.033";"0.033";"0.033";"12/02/2018 16:30";"CET";"11900";"392.70"
"LISGRAFICA";"PTLIG0AE0002";"LIG";"Euronext Lisbon";"EUR";"0.0225";"0.0225";"0.0225";"0.0225";"14/02/2018 21:30";"BST";"100020";"2250.45"
"LISI";"FR0000050353";"FII";"Euronext Paris";"EUR";"35.70";"37.40";"35.70";"36.90";"14/02/2018 17:36";"CET";"50549";"1863098.50"
"LITHO FORMAS";"PTLIT0AE0005";"LIT";"Euronext Access Lisbon";"EUR";"0.41";"0.41";"0.41";"0.41";"26/01/2018 16:30";"BST";"10";"4.10"
"LNA SANTE";"FR0004170017";"LNA";"Euronext Paris";"EUR";"53.10";"55.50";"53.00";"55.00";"14/02/2018 17:35";"CET";"14234";"772494.00"
"LOCASYSTEM INTL";"FR0004155208";"MLLOI";"Euronext Access Paris";"EUR";"3.50";"3.50";"3.50";"3.50";"25/08/2017 11:30";"CET";"1";"3.50"
"LOCINDUS";"FR0000121352";"LD";"Euronext Paris";"EUR";"21.20";"21.30";"20.80";"21.30";"14/02/2018 17:13";"CET";"1814";"38158.30"
"LOGIC INSTRUMENT";"FR0000044943";"ALLOG";"Euronext Growth Paris";"EUR";"0.93";"0.93";"0.896";"0.918";"14/02/2018 16:06";"CET";"1987";"1811.50"
"LOMBARD ET MEDOT";"FR0006205019";"MLCAC";"Euronext Access Paris";"EUR";"10.40";"10.40";"10.40";"10.40";"22/01/2018 16:30";"CET";"100";"1040.00"
"LOTUS BAKERIES";"BE0003604155";"LOTB";"Euronext Brussels";"EUR";"2250.00";"2270.00";"2250.00";"2260.00";"14/02/2018 17:35";"CET";"199";"449930.00"
"LUCASBOLS";"NL0010998878";"BOLS";"Euronext Amsterdam";"EUR";"17.80";"18.00";"17.75";"17.85";"14/02/2018 17:29";"CET";"2240";"40035.30"
"LUCIBEL";"FR0011884378";"ALUCI";"Euronext Growth Paris";"EUR";"2.80";"2.845";"2.675";"2.82";"14/02/2018 16:02";"CET";"10659";"29600.09"
"LUIGI BOTTO";"IT0005072035";"MLLB";"Euronext Access Paris";"EUR";"0.50";"0.50";"0.50";"0.50";"12/08/2016 15:00";"CET";"30";"15.00"
"LUX-AIRPORT CERT";"LU0092846210";"LUXA";"Euronext Brussels";"EUR";"220.00";"220.00";"220.00";"220.00";"14/02/2018 11:30";"CET";"130";"28600.00"
"LUZ SAUDE";"PTEPT0AM0005";"LUZ";"Euronext Lisbon";"EUR";"2.90";"2.90";"2.90";"2.90";"09/02/2018 21:30";"BST";"200";"580.00"
"LV4S";"BE6201089735";"MLV4S";"Euronext Access Paris";"EUR";"1.50";"1.50";"1.50";"1.50";"25/01/2018 16:30";"CET";"500";"750.00"
"LVMH";"FR0000121014";"MC";"Euronext Paris";"EUR";"239.40";"242.40";"234.75";"240.90";"14/02/2018 17:37";"CET";"819734";"196306395.60"
"LVMH NV18";"FR0013306024";"MCNV";"Euronext Paris";"EUR";"237.20";"237.20";"237.20";"237.20";"14/02/2018 16:30";"CET";"4";"948.80"
"LYSOGENE";"FR0013233475";"LYS";"Euronext Paris";"EUR";"3.66";"3.67";"3.50";"3.54";"14/02/2018 16:34";"CET";"5787";"20513.97"
"M.R.M";"FR0000060196";"MRM";"Euronext Paris";"EUR";"1.72";"1.72";"1.72";"1.72";"14/02/2018 16:30";"CET";"53468";"91964.96"
"M2I";"FR0013270626";"ALMII";"Euronext Growth Paris";"EUR";"6.945";"6.945";"6.945";"6.945";"14/02/2018 17:35";"CET";"106";"736.17"
"MADE";"FR0010328302";"MLMAD";"Euronext Access Paris";"EUR";"2.38";"2.38";"2.38";"2.38";"05/02/2018 11:30";"CET";"500";"1190.00"
"MADVERTISE";"FR0010812230";"ALMNG";"Euronext Growth Paris";"EUR";"1.245";"1.255";"1.24";"1.255";"14/02/2018 17:35";"CET";"2623";"3263.675"
"MAGILLEM";"FR0010827741";"MLMGL";"Euronext Access Paris";"EUR";"9.40";"9.40";"9.40";"9.40";"14/02/2018 16:30";"CET";"230";"2162.00"
"MAINSTAY MEDICAL";"IE00BJYS1G50";"MSTY";"Euronext Paris";"EUR";"14.90";"15.00";"14.90";"15.00";"09/02/2018 14:21";"CET";"350";"5246.70"
"MAIS.ANTOINE BAUD";"FR0000061657";"MLMAB";"Euronext Access Paris";"EUR";"123.00";"123.00";"123.00";"123.00";"25/01/2018 11:30";"CET";"1";"123.00"
"MAISON CLIO BLUE";"FR0011092089";"MLCLI";"Euronext Access Paris";"EUR";"2.02";"2.02";"2.02";"2.02";"12/02/2018 11:30";"CET";"100";"202.00"
"MAISONS D''AUJOURD";"FR0010515742";"MLMAI";"Euronext Access Paris";"EUR";"3.34";"3.34";"3.34";"3.34";"15/01/2018 16:30";"CET";"1";"3.34"
"MAISONS DU MONDE";"FR0013153541";"MDM";"Euronext Paris";"EUR";"35.00";"36.40";"35.00";"36.06";"14/02/2018 17:35";"CET";"110523";"3977004.50"
"MAISONS FRANCE";"FR0004159473";"MFC";"Euronext Paris";"EUR";"54.50";"55.30";"53.50";"55.10";"14/02/2018 17:35";"CET";"14483";"792786.10"
"MAKHEIA GROUP";"FR0000072993";"ALMAK";"Euronext Growth Paris";"EUR";"2.24";"2.24";"2.23";"2.23";"14/02/2018 09:05";"CET";"971";"2166.54"
"MALTERIES FCO-BEL.";"FR0000030074";"MALT";"Euronext Paris";"EUR";"535.00";"545.00";"535.00";"545.00";"13/02/2018 16:30";"CET";"52";"27840.00"
"MANDALORE HOLDING";"LU1179353617";"MLMHO";"Euronext Access Paris";"EUR";"1.90";"1.90";"1.90";"1.90";"01/02/2018 13:34";"CET";"1500";"2850.00"
"MANITOU BF";"FR0000038606";"MTU";"Euronext Paris";"EUR";"35.00";"36.00";"35.00";"35.75";"14/02/2018 17:35";"CET";"33209";"1172338.60"
"MANUTAN INTL";"FR0000032302";"MAN";"Euronext Paris";"EUR";"92.60";"92.80";"91.20";"92.00";"14/02/2018 17:28";"CET";"463";"42399.20"
"MARATHON OIL CORP";"US5658491064";"MROIL";"Traded not listed Brussels";"USD";"59.00";"-";"-";"59.00";"03/11/2005 00:00";"CET";"-";"-"
"MAROC TELECOM";"MA0000011488";"IAM";"Euronext Paris";"EUR";"12.90";"12.90";"12.70";"12.85";"14/02/2018 16:43";"CET";"2060";"26213.85"
"MARTIFER";"PTMFR0AM0003";"MAR";"Euronext Lisbon";"EUR";"0.366";"0.37";"0.36";"0.37";"14/02/2018 22:29";"BST";"54113";"19682.553"
"MASTRAD";"FR0004155687";"ALMAS";"Euronext Growth Paris";"EUR";"0.472";"0.508";"0.47";"0.472";"14/02/2018 17:29";"CET";"14625";"6966.225"
"MAUNA KEA TECH";"FR0010609263";"MKEA";"Euronext Paris";"EUR";"3.16";"3.195";"3.075";"3.16";"14/02/2018 17:35";"CET";"200520";"629795.54"
"MAUREL ET PROM";"FR0000051070";"MAU";"Euronext Paris";"EUR";"3.50";"3.58";"3.49";"3.545";"14/02/2018 17:35";"CET";"148799";"526379.48"
"MBWS";"FR0000060873";"MBWS";"Euronext Paris";"EUR";"8.64";"8.90";"8.32";"8.42";"14/02/2018 17:35";"CET";"91826";"785256.78"
"MBWS BSA 2004";"FR0010134247";"MBWBS";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"MBWS BSA 2006";"FR0010304733";"MBWBR";"Euronext Paris";"EUR";"0.093";"0.093";"0.093";"0.093";"28/12/2017 09:52";"CET";"15";"1.40"
"MBWS BSA ACT2";"FR0011477124";"MBWBW";"Euronext Paris";"EUR";"0.0025";"0.0025";"0.0025";"0.0025";"13/02/2018 13:44";"CET";"4";"0.01"
"MBWS BSAR 2023";"FR0013066313";"MBWSZ";"Euronext Paris";"EUR";"1.80";"1.80";"1.80";"1.80";"09/10/2017 15:51";"CET";"450";"810.00"
"MCPHY ENERGY";"FR0011742329";"MCPHY";"Euronext Paris";"EUR";"5.20";"5.21";"5.10";"5.14";"14/02/2018 17:35";"CET";"28290";"145757.35"
"MDXHEALTH";"BE0003844611";"MDXH";"Euronext Brussels";"EUR";"3.47";"3.55";"3.35";"3.44";"14/02/2018 17:29";"CET";"136992";"469845.155"
"MECELEC BSA DEC19";"FR0012057149";"MCBS2";"Euronext Growth Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"14/02/2018 17:00";"CET";"10000";"100.00"
"MECELEC COMPOSITES";"FR0000061244";"ALMEC";"Euronext Growth Paris";"EUR";"2.10";"2.11";"2.09";"2.11";"14/02/2018 16:36";"CET";"4010";"8409.51"
"MEDASYS";"FR0000052623";"MED";"Euronext Paris";"EUR";"0.417";"0.417";"0.404";"0.41";"14/02/2018 14:05";"CET";"8417";"3438.89"
"MEDIA 6";"FR0000064404";"EDI";"Euronext Paris";"EUR";"14.40";"14.40";"14.00";"14.20";"14/02/2018 17:35";"CET";"2245";"31595.50"
"MEDIA CAPITAL";"PTGMC0AM0003";"MCP";"Euronext Lisbon";"EUR";"3.26";"3.26";"3.26";"3.26";"02/02/2018 21:30";"BST";"100";"326.00"
"MEDIANTECHNOLOGIES";"FR0011049824";"ALMDT";"Euronext Growth Paris";"EUR";"9.76";"9.76";"9.66";"9.66";"14/02/2018 10:10";"CET";"1701";"16501.76"
"MEDIAWAN";"FR0013247137";"MDW";"Euronext Paris";"EUR";"12.80";"12.95";"12.75";"12.90";"14/02/2018 17:35";"CET";"25830";"332882.35"
"MEDIAWAN WAR";"FR0013128907";"MDWBS";"Euronext Paris";"EUR";"1.00";"1.00";"1.00";"1.00";"14/02/2018 15:17";"CET";"53200";"53200.00"
"MEDICREA INTERNAT.";"FR0004178572";"ALMED";"Euronext Growth Paris";"EUR";"3.07";"3.20";"3.07";"3.11";"14/02/2018 14:50";"CET";"4354";"13748.17"
"MEDIOCREDITO EUROP";"IT0004844848";"MLMCE";"Euronext Access Paris";"EUR";"4.30";"4.30";"4.30";"4.30";"28/11/2012 10:24";"CET";"100";"430.00"
"MEDIVISION";"IL0010846314";"MEDV";"Euronext Brussels";"EUR";"0.01";"0.01";"0.01";"0.01";"27/06/2014 16:30";"CET";"1000";"10.00"
"MELEXIS";"BE0165385973";"MELE";"Euronext Brussels";"EUR";"85.05";"86.55";"84.75";"85.90";"14/02/2018 17:35";"CET";"47049";"4034262.90"
"MEMSCAP REGPT";"FR0010298620";"MEMS";"Euronext Paris";"EUR";"2.12";"2.14";"2.11";"2.12";"14/02/2018 17:35";"CET";"10657";"22751.15"
"MERCIALYS";"FR0010241638";"MERY";"Euronext Paris";"EUR";"16.35";"16.72";"16.32";"16.58";"14/02/2018 17:35";"CET";"133469";"2213874.11"
"MERCK AND CO INC";"US58933Y1055";"MRK";"Euronext Paris";"EUR";"44.60";"44.80";"43.80";"44.80";"14/02/2018 17:12";"CET";"688";"30631.60"
"MERSEN";"FR0000039620";"MRN";"Euronext Paris";"EUR";"38.05";"40.05";"38.00";"39.55";"14/02/2018 17:35";"CET";"57287";"2239576.60"
"MERSEN NV18";"FR0013301272";"MRNNV";"Euronext Paris";"EUR";"38.40";"38.40";"38.40";"38.40";"14/02/2018 16:30";"CET";"50";"1920.00"
"METABOLIC EXPLORER";"FR0004177046";"METEX";"Euronext Paris";"EUR";"2.15";"2.175";"2.14";"2.16";"14/02/2018 17:35";"CET";"81730";"176492.42"
"METALLIANCE";"FR0010492181";"MLETA";"Euronext Access Paris";"EUR";"12.50";"12.50";"12.50";"12.50";"01/02/2018 11:30";"CET";"50";"625.00"
"METHANOR";"FR0011217710";"ALMET";"Euronext Growth Paris";"EUR";"5.05";"5.05";"5.05";"5.05";"14/02/2018 11:30";"CET";"450";"2272.50"
"METHORIOS CAPITAL";"IT0004615396";"ALMTH";"Euronext Growth Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"03/10/2016 09:00";"CET";"1";"0.03"
"METROPOLE TV";"FR0000053225";"MMT";"Euronext Paris";"EUR";"21.78";"22.52";"21.74";"22.10";"14/02/2018 17:35";"CET";"132894";"2947232.44"
"MEUBLES DELIAS";"FR0004078186";"MLMED";"Euronext Access Paris";"EUR";"4.90";"4.90";"4.90";"4.90";"31/10/2017 16:30";"CET";"35";"171.50"
"MG INTERNATIONAL";"FR0010204453";"ALMGI";"Euronext Growth Paris";"EUR";"2.98";"2.98";"2.98";"2.98";"14/02/2018 11:30";"CET";"300";"894.00"
"MGI COUTIER";"FR0000053027";"MGIC";"Euronext Paris";"EUR";"31.20";"31.85";"31.00";"31.45";"14/02/2018 17:35";"CET";"23978";"748467.60"
"MGI DIGITAL GRAPHI";"FR0010353888";"ALMDG";"Euronext Growth Paris";"EUR";"59.00";"60.30";"59.00";"59.80";"14/02/2018 17:35";"CET";"1648";"98682.20"
